;__label__FIN#positive;"Thị trường tăng ""nóng"", hàng loạt doanh nghiệp đăng ký bán cổ phiếu quỹ, Vinhomes và Sacombank cũng nhập cuộc"
610;__label__FIN#neutral;[Quy tắc đầu tư vàng] Để thành công trên thị trường chứng khoán có nhất thiết phải thông minh?
611;__label__FIN#neutral;"Những lần chỉ báo ""đi vào lòng đất"" của thầy giáo dạy đầu tư chứng khoán sở hữu kênh YouTube gần 600.000 sub: Hô bắt đáy giá dầu thì dầu giảm thêm 60%, kiên nhẫn đợi VnIndex giảm thì lại vụt tăng, gọi VIC là Vincom?"
612;__label__FIN#positive;"Thị trường tăng ""nóng"", Tundra hạ tỷ trọng LienVietPost Bank (LPB), gia tăng nắm giữ tiền mặt"
613;__label__FIN#negative;Khối ngoại bán ròng vượt mốc 30.000 tỷ đồng trên HoSE từ đầu năm 2021
614;__label__FIN#positive;Rạng Đông (RAL) lên kế hoạch chào bán 11 triệu cổ phiếu cho cổ đông hiện hữu, huy động nghìn tỷ đầu tư nhà máy tại Hòa Lạc
615;__label__FIN#neutral;"Giá đất ""nhảy múa"", cổ phiếu BĐS nhà ở nào đáng để đầu tư?"
616;__label__FIN#negative;VCSC: Chuyến bay thương mại quốc tế sẽ chưa được nối cho đến quý 4/2021, Vietnam Airlines gặp thêm nhiều trở ngại khi Covid-19 quay lại
617;__label__FIN#neutral;Hé lộ tình hình tài chính của Bamboo Airways khi nộp đơn xin bay tại Mỹ
618;__label__FIN#negative;Khối ngoại tiếp tục bán ròng kỷ lục gần 6.170 tỷ đồng trong tuần 28/5-4/6
619;__label__FIN#positive;VNDIRECT: “Định giá thị trường không còn rẻ, VN-Index có thể kiểm định lại vùng 1.280 – 1.300 điểm trong tháng 6”
620;__label__FIN#positive;"Dạy đầu tư chứng khoán nhưng ""đoán toàn sai"", thầy giáo sở hữu kênh YouTube gần 600.000 sub vướng tranh cãi: Người nói ""đã giàu thì không đi dạy làm giàu"", người khen thuận mua vừa bán"
621;__label__FIN#positive;Người nhà lãnh đạo May Sông Hồng chi 26 tỷ mua vào cổ phiếu
622;__label__FIN#negative;Thị trường chứng khoán tiềm ẩn rủi ro từ sự tăng nóng
623;__label__FIN#positive;ĐHĐCĐ HAGL Agrico (HNG): Diện tích đất nông nghiệp còn hơn 35.700ha, sẽ tăng vốn thêm hơn 7.400 tỷ đồng để giảm nợ
624;__label__FIN#negative;"Phó Chủ tịch UBCKNN: ""Margin thị trường cuối tháng 5 hơn 112.000 tỷ đồng, mặt bằng chứng khoán đã lên cao, tạo ra rủi ro khi điều chỉnh"""
625;__label__FIN#negative;Cổ đông nội bộ của Gỗ An Cường bán ra hàng triệu cổ phiếu trước thềm giao dịch trên UPCoM
626;__label__FIN#neutral;FTSE Vietnam Index thêm HSG, loại DXG khỏi danh mục trong kỳ review quý 2/2021
627;__label__FIN#positive;Chứng khoán SSI thông qua phương án phát hành 329 triệu cổ phiếu thưởng và chào bán cho cổ đông hiện hữu
628;__label__FIN#neutral;Doanh nghiệp nộp hồ sơ niêm yết HoSE trở lại khi nghẽn lệnh được cải thiện
629;__label__FIN#positive;Platinum Victory tiếp tục đăng ký mua gần 21 triệu cổ phiếu VNM
630;__label__FIN#negative;Phiên 4/6: Khối ngoại tiếp tục bán ròng hơn 1.500 tỷ đồng, tập trung “hỏa lực” vào MBB, HPG
631;__label__FIN#positive;Tập đoàn Cao su (GVR) đặt mục tiêu LNST năm 2021 gần 4.600 tỷ, chia cổ tức 6% bằng tiền mặt
632;__label__FIN#neutral;Cổ phiếu nào đáng đầu tư trên HNX và UpCOM khi HoSE quá tải?
633;__label__FIN#positive;Loạt cổ phiếu dược tăng trần khi được cấp phép nhập khẩu vắc xin Covid-19
634;__label__FIN#positive;"Liên tục ""lướt sóng"", vợ Phó Chủ tịch VIB đăng ký mua 2 triệu cổ phiếu sau khi vừa bán ra 8,5 triệu cổ phiếu"
635;__label__FIN#positive;Điểm danh những doanh nghiệp chốt quyền nhận cổ tức bằng tiền, bằng cổ phiếu và cổ phiếu thưởng tuần từ 7/6-11/6
636;__label__FIN#neutral;CTCK đồng thuận tạm dừng tính năng hủy/sửa lệnh, thanh khoản HoSE tăng vọt, lên thứ 2 Đông Nam Á
637;__label__FIN#positive;Tiền cuồn cuộn đổ vào thị trường chứng khoán, VnIndex tăng tiếp 10 điểm
638;__label__FIN#neutral;Lịch chốt quyền nhận cổ tức bằng tiền của 10 doanh nghiệp
639;__label__FIN#neutral;Chứng khoán SmartInvest (AAS) chào bán riêng lẻ 49 triệu cổ phiếu cho 15 nhà đầu tư
640;__label__FIN#positive;Vicostone (VCS) chốt quyền tạm ứng cổ tức năm 2021 bằng tiền tỷ lệ 20%
641;__label__FIN#positive;"Kinh Bắc (KBC): Liên tục ""hút"" hàng ngàn tỷ trái phiếu, tháng 6 tiếp tục lên kế hoạch huy động thêm 1.500 tỷ đồng trái phiếu chào bán ra công chúng"
642;__label__FIN#positive;Lãi lớn quý 1, Vicostone (VCS) tạm ứng cổ tức bằng tiền tỷ lệ 20% cho năm 2021
643;__label__FIN#positive;GEX: CEO Nguyễn Văn Tuấn đã hoàn tất mua 30 triệu cổ phiếu, nâng sở hữu lên 17,7% vốn
644;__label__FIN#positive;Gốm Mỹ Xuân (GMX) triển khai phương án phát hành cổ phiếu thưởng và trả cổ tức tổng tỷ lệ 70%
645;__label__FIN#neutral;C4G, GEX, VIB, DPC, HND, S99, LCS, DTD, CSI, THP, THU, FIR, DBT: Thông tin giao dịch lượng lớn cổ phiếu
646;__label__FIN#positive;S99 giảm 40% trong 3 tháng, Chủ tịch HĐQT công ty SCI đã mua thêm hơn 5 triệu cổ phiếu
647;__label__FIN#neutral;Lịch sự kiện và tin vắn chứng khoán ngày 4/6
648;__label__FIN#neutral;“Cơn say” ở cổ phiếu ngân hàng: Muôn sự nhờ... “game”
649;__label__FIN#positive;Vietjet Air (VJC) vừa huy động 1.000 tỷ trái phiếu, đẩy mạnh dịch vụ hàng không nhằm bù đắp hoạt động khai thác vận tải
650;__label__FIN#positive;"Chứng khoán BSC: ""Làn sóng Covid thứ 4 được đẩy lùi, VN-Index duy trì đà tăng và hướng về ngưỡng 1.400 điểm trong tháng 6"""
651;__label__FIN#positive;Chứng khoán Trí Việt (TVB): Tạm ứng cổ tức 9.6% tiền mặt
652;__label__FIN#neutral;Tăng bằng lần từ đầu năm, cổ phiếu ngành chứng khoán có còn hấp dẫn?
653;__label__FIN#neutral;Thay đổi quan trọng tại Đại hội đồng cổ đông thường niên 2021 BenThanh Tourist
654;__label__FIN#positive;Tư vấn xây dựng điện 2 (TV2) triển khai phát hành 9 triệu  cổ phiếu trả cổ tức
655;__label__FIN#positive;Waseco chốt quyền cổ tức 13% bằng tiền mặt
656;__label__FIN#positive;Vicotex (TVT) chốt quyền trả cổ tức bằng tiền mặt tỷ lệ 17%
657;__label__FIN#neutral;Bộ trưởng Bộ Tài chính: Phải quyết liệt giải quyết nghẽn lệnh bởi “ách tắc” là thiệt hại
658;__label__FIN#negative;Phiên 3/6: Khối ngoại tiếp tục bán ròng hơn 1.100 tỷ đồng, bán mạnh HPG, MBB
659;__label__FIN#neutral;Cổ phiếu dầu khí nào tương quan mạnh nhất với giá dầu?
660;__label__FIN#negative;Cổ phiếu CII giảm sâu, quỹ Dragon Capital tiếp tục thoái vốn
661;__label__FIN#negative;HoSE: Khối ngoại bán ròng hơn 30.858 tỷ đồng cổ phiếu trong 5 tháng đầu năm, cao gấp đôi so với cùng kỳ
662;__label__FIN#positive;Dược phẩm Mekophar (MKP) chốt quyền trả cổ tức 10% bằng tiền và 10% bằng cổ phiếu
663;__label__FIN#neutral;Con trai Chủ tịch Hòa Phát phải tạm dừng mua 5 triệu cổ phiếu HPG
664;__label__FIN#positive;Thủy sản Minh Phú lên kế hoạch lãi vượt 1.000 tỷ, dự kiến chia cổ tức lên tới 70% năm 2021
665;__label__FIN#positive;Hơn 37.000 tỷ đổ vào thị trường, VN-Index lập đỉnh mới 1.364 điểm với hàng loạt mã tăng trần
666;__label__FIN#positive;Tài chính Hoàng Huy (TCH) bán xong gần 10 triệu cổ phiếu quỹ, thu về 224 tỷ đồng
667;__label__FIN#neutral;Liên tục nổi sóng, nhiều tổ chức “cuống cuồng” nâng giá mục tiêu cổ phiếu ngân hàng
668;__label__FIN#neutral;Con trai ông Trần Đình Long phải tạm dừng việc mua thêm 5 triệu cổ phiếu HPG theo yêu cầu của UBCK
669;__label__FIN#neutral;DLG, VIB, OCB, TVB, CII, PNG, TNT, TCO, ELC, HHP: Thông tin giao dịch lượng lớn cổ phiếu
670;__label__FIN#neutral;Lịch sự kiện và tin vắn chứng khoán ngày 3/6
671;__label__FIN#neutral;Nhiều CTCK đưa ra thông báo sẽ chặn Hủy/Sửa lệnh trên sàn HoSE để giảm thiểu tình trạng tắc nghẽn
672;__label__FIN#positive;VNDIRECT chốt quyền chào bán 214 triệu cổ phiếu, dự kiến huy động hơn 3.100 tỷ đồng
673;__label__FIN#negative;Công ty khai thác vàng duy nhất trên sàn: Doanh thu bằng không, thua lỗ 2 năm liên tiếp trong khi giá vàng thế giới tăng cao
674;__label__FIN#positive;SSI Research: Cổ phiếu ngành chứng khoán hấp dẫn, đáng để đầu tư dài hạn
675;__label__FIN#positive;Vietnam Airlines triển khai đấu giá 11 tàu bay A321CEO, cổ phiếu tăng trần sau 2 tháng giảm liên tục
676;__label__FIN#neutral;Chứng khoán SSI thoái vốn, không còn là cổ đông lớn tại ELCcom (ELC)
677;__label__FIN#negative;Khối ngoại bán ròng gần 1.000 tỷ đồng HPG trong phiên 2/6
678;__label__FIN#positive;Nhiều cổ phiếu “họ” Vinamilk tăng trần
679;__label__FIN#neutral;Gần nửa triệu tài khoản chứng khoán được nhà đầu tư trong nước mở mới trong 5 tháng, lớn hơn 20% tổng lượng tài khoản trong cả năm 2020
680;__label__FIN#neutral;Tranh chấp HBC – FLC: Đã đạt được thoả thuận giải quyết toàn bộ vụ án, FLC sẽ thanh toán tiền chậm nhất đến 31/7/2021
681;__label__FIN#negative;Cổ phiếu liên tục lên đỉnh, mẹ thành viên HĐQT Nam Long đăng ký thoái 1,5 triệu cổ phiếu
682;__label__FIN#negative;Tăng hơn 10 lần trong vòng 1 năm, cổ phiếu TCM quay đầu giảm 20% kể từ khi chính thức lọt rổ Diamond ETF
683;__label__FIN#positive;Bầu Thụy đăng ký mua hơn 32,5 triệu cổ phiếu LPB
684;__label__FIN#positive;Cát Lợi (CLC) trả nốt cổ tức đợt cuối năm 2020 bằng tiền tỷ lệ 20%
685;__label__FIN#neutral;"Một CTCK có cổ phiếu tăng trưởng hơn 260% từ đầu năm bị chủ nợ ra ""tối hậu thư"" yêu cầu phá sản"
686;__label__FIN#neutral;Lịch chốt quyền nhận cổ tức bằng tiền của 14 doanh nghiệp
687;__label__FIN#positive;VnIndex tăng 3 điểm cuối phiên, GAS tăng mạnh giúp cân bằng với đà giảm của cổ phiếu ngân hàng
688;__label__FIN#neutral;Vì sao thoái vốn Nhà nước 'đóng băng' dù thị trường chứng khoán liên tục thăng hoa?
689;__label__FIN#neutral;Bkav lần đầu phát hành trái phiếu, CEO Nguyễn Tử Quảng để ngỏ kế hoạch niêm yết công ty diệt virus trên sàn chứng khoán
690;__label__FIN#neutral;HSG: Liên tục phá đỉnh với đà tăng gấp đôi từ đầu năm, dư địa tăng trưởng liệu còn tiếp diễn?
691;__label__FIN#neutral;Lịch sự kiện và tin vắn chứng khoán ngày 2/6
692;__label__FIN#positive;KIDO (KDC): Chuyển đổi mô hình kinh doanh, đặt kế hoạch LNTT năm 2021 tăng gấp đôi lên 800 tỷ đồng
693;__label__FIN#neutral;QNS, NSH, TVC, PVL, SPI, EVG, AGM, CMX, TCO, TIX, SHG, ILA, PEC, MKP, FGL, VNH, SNC, SD1, SD2, KVC, INN, DDG: Thông tin giao dịch lượng lớn cổ phiếu
694;__label__FIN#positive;Chứng khoán SSI chốt quyền chia cổ tức bằng tiền năm 2020 với tỷ lệ 10%
695;__label__FIN#neutral;Sàn HoSE tạm ngừng giao dịch, FPT đang xử lý quá tải hệ thống ra sao?
696;__label__FIN#neutral;Ngày mai, HOSE trở lại giao dịch bình thường
697;__label__FIN#positive;Thị trường được thúc đẩy bởi dòng vốn nội, cổ phiếu chứng khoán, ngân hàng, bất động sản tiếp tục hưởng lợi?
698;__label__FIN#positive;FLC xúc tiến phát hành thêm cổ phiếu, dự kiến sớm nhất 21/6 chốt danh sách cổ đông
699;__label__FIN#positive;Quỹ iShares MSCI Frontier and Select EM ETF thêm FLC và 6 cổ phiếu khác vào danh mục
700;__label__FIN#negative;VCSC: Thị trường có khả năng rung lắc mạnh, thậm chí điều chỉnh ở vùng 1.350 điểm
701;__label__FIN#positive;"DHC gia nhập câu lạc bộ cổ phiếu thị giá ""3 chữ số"", kế hoạch đầu tư 250 tỷ đồng cho Bao bì Đông Hải trong năm 2021"
702;__label__FIN#negative;Phiên 1/6: Khối ngoại tiếp tục bán ròng gần 600 tỷ đồng, tập trung “xả” HPG
703;__label__FIN#neutral;21.700 tỷ giao dịch trong phiên sáng: HOSE ngưng giao dịch chiều 1/6, giá đóng cửa là giá khớp lệnh cuối cùng trong buổi sáng
704;__label__FIN#negative;Công ty liên quan đến Chủ tịch đã bán ra 1,5 triệu cổ phiếu TVC
705;__label__FIN#negative;"Tăng ""nóng"" 450%, cổ phiếu TGG bị đưa vào diện kiểm soát để bảo vệ nhà đầu tư"
706;__label__FIN#positive;Cao su Sao Vàng (SRC) bổ sung đăng ký kinh doanh sắt thép giữa lúc giá tăng phi mã
707;__label__FIN#positive;Dabaco (DBC) chốt danh sách cổ đông phát hành 10,5 triệu cổ phiếu trả cổ tức
708;__label__FIN#neutral;Sàn HoSE ngưng giao dịch trong phiên chiều, VN-Index giữ vững đà tăng gần 10 điểm
709;__label__FIN#positive;SSIAM VNFIN LEAD vượt trội thị trường với mức tăng trưởng 60%, nhiều quỹ lớn vẫn thua VN-Index
710;__label__FIN#positive;Không 'Sell in May', thị trường chứng khoán thiết lập hàng loạt kỷ lục
711;__label__FIN#neutral;Lịch sự kiện và tin vắn chứng khoán ngày 1/6
712;__label__FIN#positive;Hoà Phát vượt 10 tỷ USD, bỏ xa Vietinbank, BIDV vào Top4 vốn hoá lớn nhất thị trường, TTCK Việt Nam đã có 44 doanh nghiệp tỷ USD
713;__label__FIN#neutral;Thị trường lên đỉnh, hàng trăm mã chứng khoán vẫn ngược dòng giảm trong 5 tháng đầu năm 2021
714;__label__FIN#neutral;HPG, VIB, DXG, TID, TVC, GIL, MSH, TIX, TLT, DHC, SGC: Thông tin giao dịch lượng lớn cổ phiếu
715;__label__FIN#neutral;Xây dựng Hoà Bình (HBC): Cựu sếp Chứng khoán HSC ứng cử Thành viên HĐQT độc lập
716;__label__FIN#positive;VIB tăng mạnh, người nhà Phó Chủ tịch HĐQT đã bán xong 8,5 triệu cổ phiếu
717;__label__FIN#neutral;Đầu tư Thành Thành Công thoái xong vốn tại Tổng Công ty Tín Nghĩa, thu về hơn 800 tỷ đồng
718;__label__FIN#positive;Vẫn còn “sót” 9 ngân hàng có vốn hóa dưới 1 tỷ USD sau nhịp bứt phá mạnh 5 tháng đầu năm
719;__label__FIN#positive;Masan Group (MSN) sắp chi 1.175 tỷ trả cổ tức bằng tiền mặt, mỗi cổ đông sẽ nhận về 1.000 đồng/cổ phiếu
720;__label__FIN#positive;VietinBank chuẩn bị chia cổ tức bằng cổ phiếu tỷ lệ 29%, tăng mạnh vốn điều lệ lên hơn 48.000 tỷ đồng
721;__label__FIN#negative;Khối ngoại bán ròng gần 1.700 tỷ đồng trong phiên giao dịch cuối tháng 5, tập trung bán HPG và cổ phiếu ngân hàng
722;__label__FIN#neutral;Tiềm năng nhóm chứng khoán sau khi nút thắt “tắc nghẽn” được giải quyết
723;__label__FIN#positive;"Thị trường chứng khoán tăng ""phi mã"", nhiều doanh nghiệp đem bán cổ phiếu quỹ"
724;__label__FIN#neutral;"Bán non cổ phiếu ngân hàng, nhiều nhà đầu tư chọn ""đu đỉnh"" cổ phiếu chứng khoán"
725;__label__FIN#positive;Chứng khoán Tiên Phong (ORS) chào bán 100 triệu cổ phiếu, tăng vốn điều lệ lên 2.000 tỷ đồng
726;__label__FIN#positive;"Cổ phiếu ngân hàng, chứng khoán đua nhau ""tím lịm"", VnIndex tăng gần 8 điểm cuối phiên"
727;__label__FIN#positive;Vợ Tổng Giám đốc VRC đăng ký bán hơn 1 triệu cổ phiếu
728;__label__FIN#neutral;"Những cổ phiếu có thị giá ""đắt đỏ"" nhất sàn chứng khoán biến động thế nào trong tháng 5?"
729;__label__FIN#neutral;Lịch sự kiện và tin vắn chứng khoán ngày 31/5
730;__label__FIN#neutral;Lịch chốt quyền nhận cổ tức bằng tiền của 7 doanh nghiệp
731;__label__FIN#positive;BSC nâng mạnh mức định giá cổ phiếu 15 ngân hàng, VCB cao nhất 135.000 đồng
732;__label__FIN#neutral;Cổ phiếu ngân hàng trở lại thời “hoàng kim”, VN-Index hướng tới những đỉnh cao mới?
733;__label__FIN#positive;Chứng khoán tiền vào cuồn cuộn, BĐS nhấp nhổm ngóng nhà đầu tư quay lại
734;__label__FIN#neutral;"Những cổ phiếu ""tăng bằng lần"" trong tháng 5: Quán quân thuộc về cổ phiếu tăng gấp 9 lần trong tháng"
735;__label__FIN#neutral;Hàng chục cổ phiếu tăng bằng lần từ đầu năm 2021
736;__label__FIN#neutral;[Quy tắc đầu tư vàng] Cách huyền thoại đầu tư người Do Thái đạt tỷ suất 25%/năm không thua gì Warren Buffett trong suốt 28 năm
737;__label__FIN#positive;Đón đầu làn sóng tăng vốn, CTCK mở rộng nghiệp vụ bảo lãnh phát hành
738;__label__FIN#negative;Cổ phiếu vaccine duy nhất trên sàn tăng 9 lần trong vòng 1 tháng lên 161.000 đồng đã quay đầu giảm mạnh
739;__label__FIN#negative;Sau nhiều tháng hút vốn mạnh, các quỹ ETFs trên TTCK Việt Nam đã bị rút ròng gần 1.600 tỷ đồng trong tháng 5
740;__label__FIN#neutral;Lịch chốt quyền nhận cổ tức bằng tiền của 14 doanh nghiệp
741;__label__FIN#neutral;Bloomberg: Nhà đầu tư F0 là động lực đưa TTCK Việt Nam tăng trưởng tốt nhất châu Á và sẽ tiếp tục dẫn dắt thị trường
742;__label__FIN#positive;HSG: Tháng 4/2021 lợi nhuận sau thuế 538 tỷ đồng, lũy kế 07 tháng đạt 2.208 tỷ đồng
743;__label__FIN#neutral;HDG, VIC, MSB, HPG, TID, AGM, AGG, SD2, VRC, DRI, QBS, MQN, CSI: Thông tin giao dịch lượng lớn cổ phiếu
744;__label__FIN#positive;Sơn Á Đông (ADP) chốt danh sách cổ đông trả cổ tức bằng tiền và cổ phiếu thưởng tổng tỷ lệ 60%
745;__label__FIN#neutral;Vì sao nhà đầu tư chấp nhận mặt bằng giá cổ phiếu ngân hàng cao hơn?
746;__label__FIN#neutral;Định giá trở nên hấp dẫn sau chuỗi điều chỉnh của giá cổ phiếu: Đà giảm của VNM sẽ sớm kết thúc?
747;__label__FIN#positive;Credit Suisse và Deustche Bank sắp nhận 59 triệu cổ phiếu Vingroup để tất toán khoản vay với giá hoán đổi khoảng 93.000 đồng/cp
748;__label__FIN#positive;Khối ngoại mua ròng phiên thứ 3 liên tiếp, VN-Index bứt phá vượt 1.320 điểm
749;__label__FIN#positive;Tháng 5 rực rỡ của nhà đầu tư Việt: Cổ phiếu ngân hàng tím lịm, VnIndex liên tục dò đỉnh mới
750;__label__FIN#positive;Tất cả các cổ phiếu ngân hàng đều tăng giá, nhiều mã tăng kịch trần, chỉ còn 1 cổ phiếu giá dưới 20.000 đồng
751;__label__FIN#neutral;Điểm danh những doanh nghiệp chốt quyền nhận cổ tức bằng tiền, bằng cổ phiếu và cổ phiếu thưởng tuần từ 31/5-4/6
752;__label__FIN#neutral;Điều gì khiến cổ phiếu thép “dậy sóng”?
753;__label__FIN#neutral;"Thị trường BĐS sôi sục với thông tin ""mua nhà không cần tiền mặt"" “nhà đổi nhà"", thực tế mua nhà có dễ như quảng cáo?"
754;__label__FIN#positive;Doanh nghiệp bất động sản sẽ phát hành hàng tỷ cổ phiếu, thị giá nhiều mã tăng đột biến
755;__label__FIN#positive;Gelex muốn đổi tên công ty, đẩy nhanh mô hình Holdings
756;__label__FIN#neutral;Bitexco sẽ bán cổ phần IDC cho ai?
757;__label__FIN#positive;Ưa thích cổ phiếu Khu công nghiệp, quỹ America LLC tiếp tục tăng sở hữu KCN Tín Nghĩa (TIP) lên hơn 14%
758;__label__FIN#positive;"VnIndex tăng mạnh 17 điểm, cổ phiếu ngân hàng ""tím lịm"""
759;__label__FIN#positive;VCSC: Khối ngoại vẫn tiếp tục bán ròng nhưng tín hiệu tích cực đến từ các quỹ ETF
760;__label__FIN#positive;Phó TGĐ XNK Quảng Bình bán hết 5 triệu cổ phiếu ngay sau khi công ty chuyển sàn niêm yết
761;__label__FIN#neutral;Margin là “con dao 2 lưỡi”, có nên vay để đầu tư chứng khoán?
762;__label__FIN#positive;Đất Xanh (DXG): Cổ phiếu tăng điểm, Dragon Capital tiếp tục bán ra 1,8 triệu cổ phiếu
763;__label__FIN#positive;Lịch chốt quyền nhận cổ tức bằng tiền của 8 doanh nghiệp
764;__label__FIN#positive;Y tế Việt Mỹ (AMV) triển khai phương án chào bán 40 triệu cổ phiếu
765;__label__FIN#neutral;Lịch sự kiện và tin vắn chứng khoán ngày 28/5
766;__label__FIN#positive;VN-Index chấm dứt chuỗi 6 phiên tăng liên tiếp, các CTCK vẫn đồng thuận lạc quan
767;__label__FIN#positive;Phân bón Bình Điền (BFC) chốt danh sách cổ đông trả cổ tức đợt 2/2020 bằng tiền tỷ lệ 15%
768;__label__FIN#positive;Chủ tịch Louis Agro tiếp tục thâu tóm “vua gạo” An Giang Angimex
769;__label__FIN#positive;Masan (MSN): Thị giá 110.000 đồng/cp, sắp phát hành gần 6 triệu cổ phiếu ESOP với giá 10.000 đồng/cp
770;__label__FIN#positive;Chủ tịch HĐQT Dabaco mua thêm 10,5 triệu cổ phiếu DBC, cùng người thân nắm giữ gần 35% vốn công ty
771;__label__FIN#negative;ĐHĐCĐ EVNGenco 3 (PGV): Năm 2022 sẽ hoàn tất thoái vốn Vĩnh Sơn – Sông Hinh, tiếp tục trả 5.000 tỷ nợ vay/năm và đưa tỷ lệ nợ/vốn chủ sở hữu thấp hơn 3
772;__label__FIN#positive;Phiên 27/5: Khối ngoại tiếp tục mua ròng hơn 250 tỷ đồng, tập trung mua PLX, THD
773;__label__FIN#neutral;Phó chủ tịch HĐQT Hòa Phát hoàn tất tặng lượng cổ phiếu trị giá hơn 750 tỷ cho 3 người con
774;__label__FIN#neutral;Sudico (SJS) bổ nhiệm ông Đỗ Văn Bình đảm nhiệm chức vụ Chủ tịch Hội đồng quản trị
775;__label__FIN#negative;Tập đoàn Bitexco muốn thoái vốn khỏi Idico (IDC)
776;__label__FIN#positive;Khoáng sản và Xây dựng Bình Dương (KSB) dự kiến phát hành hơn 6,6 triệu cổ phiếu trả cổ tức
777;__label__FIN#positive;Chứng khoán Đại Nam (DNSE) chuẩn bị tăng vốn lên 1.000 tỷ đồng, tham gia thị trường phái sinh
778;__label__FIN#negative;"Hệ thống tiếp tục ""nghẽn"", VN-Index đảo chiều về sát mốc 1.300 điểm"
779;__label__FIN#neutral;Cổ phiếu vốn hóa và vừa nhỏ giao dịch ra sao khi VN-Index vượt 1.300 điểm?
780;__label__FIN#neutral;Lịch sự kiện và tin vắn chứng khoán ngày 27/5
781;__label__FIN#positive;"VNDIRECT: ""Khó khăn tại Myanmar là cơ hội để dệt may Việt Nam gia tăng thị phần xuất khẩu"""
782;__label__FIN#neutral;LPB, HT1, TCO, CLW, PPE, VND, TNG, THS, THD: Thông tin giao dịch lượng lớn cổ phiếu
783;__label__FIN#neutral;FTSE Vietnam ETF và VNM ETF sẽ cơ cấu danh mục ra sao trong tháng 6?
784;__label__FIN#positive;PV Power dự kiến triển khai đầu tư Nhà máy điện Nhơn Trạch 3&4, đặt kế hoạch lãi trước thuế 1.549 tỷ đồng trong năm 2021
785;__label__FIN#negative;Tập đoàn Hoá chất lên kế hoạch thoái vốn tại DAP Vinachem (DDV), có thể giảm về 0%
786;__label__FIN#negative;Reuters: Thương vụ niêm yết VinFast tại Mỹ có thể chậm hơn dự kiến
787;__label__FIN#positive;Novaland thông qua nghị quyết phân phối cổ phiếu thưởng với tỷ lệ gần 36%
788;__label__FIN#positive;Đại diện VCSC: Ngày càng nhiều quỹ đầu tư riêng biệt vào thị trường Việt Nam và xu hướng này sẽ dẫn dắt dòng tiền quay trở lại
789;__label__FIN#neutral;Chưa phải công ty đại chúng, Công ty mẹ Bia Việt Hà hủy giao dịch UpCOM
790;__label__FIN#negative;Bị ảnh hưởng nặng nề bởi Covid-19, Khách sạn Đông Á (DAH) phải vay 50 tỷ đồng của thành viên HĐQT trả nợ thuế, lãi vay
791;__label__FIN#positive;Chứng khoán Trí Việt (TVB) chào bán gần 36 triệu cổ phiếu, tăng vốn điều lệ lên gấp rưỡi
792;__label__FIN#positive;Phiên 26/5: Khối ngoại trở lại mua ròng, tập trung “gom” PLX, VHM
793;__label__FIN#neutral;Hải An (HAH) sẽ đầu tư gần 900 tỷ đồng cho đội tàu và hệ thống cảng trong năm 2021
794;__label__FIN#neutral;"Vinapharm (DVN): Tiếp tục trình phương án thoái vốn của Bộ Y tế, vẫn ở khâu xây dựng kế hoạch sau 4 năm ""đánh tiếng"""
795;__label__FIN#positive;Nhà đầu tư ngoại tâm sự từng bị “lùa gà” và “kẹp hàng” khi đầu tư chứng khoán Việt Nam
796;__label__FIN#positive;"VnIndex tăng tiếp 8 điểm, cổ phiếu ngân hàng đồng loạt ""phi"" mạnh"
797;__label__FIN#positive;Nhóm Dragon Capital nâng sở hữu tại FPT lên trên 5% khi cổ phiếu lập đỉnh mới
798;__label__FIN#neutral;Góc nhìn thị trường: Rung lắc mạnh tại vùng 1.320 điểm?
799;__label__FIN#neutral;Lịch sự kiện và tin vắn chứng khoán ngày 26/5
800;__label__FIN#positive;Phục Hưng Holdings (PHC) dự kiến phát hành gần 25 triệu cổ phiếu trả cổ tức và chào bán cổ phiếu ra công chúng
801;__label__FIN#positive;PHS: Miếng bánh chung ngành VLXD sẽ lớn hơn trong năm 2021 và tất cả đều có phần
802;__label__FIN#positive;Thép Nam Kim (NKG): Cổ phiếu bật tăng mạnh trở lại, thêm một Phó Tổng muốn bán phần lớn cổ phần
803;__label__FIN#neutral;Chọn sai cổ phiếu, nhiều nhà đầu tư vẫn thua lỗ bất chấp thị trường vượt đỉnh
804;__label__FIN#negative;Chủ tịch Nam Long (NLG) đăng ký bán bớt 1,3 triệu cổ phiếu
805;__label__FIN#neutral;Lịch chốt quyền nhận cổ tức bằng tiền của 12 doanh nghiệp
806;__label__FIN#positive;CEO Nguyễn Văn Tuấn đăng ký mua 30 triệu cổ phiếu Gelex (GEX)
807;__label__FIN#positive;Khối ngoại bán ròng thấp nhất trong 11 phiên, VN-Index vượt 1.300 điểm
808;__label__FIN#positive;Thế giới Di động (MWG): Lợi nhuận 4 tháng đầu năm tăng 26% lên 1.691 tỷ đồng, Điện Máy Xanh sẽ bán thêm xe đạp từ tháng 5/2021
809;__label__FIN#neutral;Một doanh nghiệp bến xe lãi hàng chục tỷ mỗi năm, thường xuyên trả cổ tức tỷ lệ cao, thị giá cổ phiếu luôn thuộc TOP trên
810;__label__FIN#positive;Quỹ Hàn Quốc trở thành cổ đông lớn tại Đông Hải Bến Tre (DHC)
